OrderDate,Revenue
2021-10-25,74397.59
2021-10-26,57409.649999999994
2021-10-27,167566.25
2021-10-28,25260.35
2021-10-29,116593.95000000001
2021-10-30,131755.27000000002
2021-10-31,80176.83
2021-11-01,250501.40999999997
2021-11-03,92912.32
2021-11-04,81678.14
2021-11-05,76016.13
2021-11-06,45793.96
2021-11-07,16288.36
2021-11-08,9221.82
2021-11-09,3752.53
2021-11-10,104236.56
2021-11-11,12110.710000000001
2021-11-12,54068.84
2021-11-13,221914.95
2021-11-14,60643.82
2021-11-15,3115.8
2021-11-16,64053.149999999994
2021-11-19,5939.25
2021-11-20,65960.31
2021-11-21,10842.98
2021-11-22,201189.36000000002
2021-11-24,64805.990000000005
2021-11-25,90220.98999999999
2021-11-26,93981.45999999999
2021-11-27,80627.99
2021-11-28,112026.41
2021-11-29,22745.85
2021-11-30,151593.07
2021-12-01,50907.45
2021-12-02,106074.45
2021-12-03,8511.55
2021-12-04,12333.72
2021-12-06,33941.41
2021-12-08,218005.8
2021-12-09,97114.02
2021-12-10,49481.51
2021-12-12,111007.16
2021-12-13,113704.77
2021-12-14,111325.28
2021-12-15,110450.1
2021-12-16,70971.67
2021-12-17,31886.53
2021-12-19,110677.29000000001
2021-12-20,128580.49
2021-12-21,80196.84
2021-12-22,165298.29
2021-12-23,110495.84
2021-12-24,174197.49
2021-12-25,114286.19
2021-12-26,140337.16999999998
2021-12-28,218596.16
2021-12-29,162485.66999999998
2021-12-30,54329.61
2021-12-31,67650.56
2022-01-01,48191.81
2022-01-02,109733.96
2022-01-03,116984.90000000001
2022-01-04,67545.4
2022-01-05,56152.91
2022-01-06,108174.35
2022-01-07,136366.91999999998
2022-01-08,14164.02
2022-01-09,59826.45
2022-01-10,43443.049999999996
2022-01-11,3806.16
2022-01-12,58927.17
2022-01-13,41240.950000000004
2022-01-14,114842.94
2022-01-15,43558.13
2022-01-16,123112.15000000001
2022-01-17,61848.43
2022-01-18,36273.61
2022-01-20,2265.48
2022-01-21,126522.01000000001
2022-01-22,183611.51
2022-01-23,92912.44
2022-01-24,267244.74
2022-01-25,29509.18
2022-01-26,81121.55
2022-01-27,45414.79
2022-01-28,38572.52
2022-01-29,13918.51
2022-01-30,1767.36
2022-01-31,37465.48
2022-02-01,84533.76
2022-02-02,49638.78
2022-02-03,98729.42000000001
2022-02-04,92606.31999999999
2022-02-07,5407.719999999999
2022-02-08,74812.37
2022-02-09,123890.89
2022-02-10,58008.28
2022-02-11,58953.87
2022-02-12,39811.3
2022-02-13,2544.2
2022-02-14,70460.51999999999
2022-02-15,106973.34
2022-02-16,36400.1
2022-02-17,54829.71
2022-02-18,82792.24
2022-02-19,50759.99
2022-02-21,20660.2
2022-02-22,3905.22
2022-02-23,29233.68
2022-02-24,19242.72
2022-02-25,149206.59
2022-02-26,100498.28
2022-02-27,121770.38
2022-02-28,162025.94999999998
2022-03-01,1628.56
2022-03-02,188093.72
2022-03-03,54550.27
2022-03-04,210872.25
2022-03-05,85502.95999999999
2022-03-06,171814.82
2022-03-07,212474.02000000002
2022-03-08,121398.47
2022-03-09,3407.57
2022-03-10,38061.38
2022-03-11,5315.48
2022-03-12,90868.44
2022-03-13,89262.19
2022-03-14,51325.59
2022-03-15,18522.72
2022-03-16,9318.68
2022-03-17,190422.80000000002
2022-03-18,77922.01999999999
2022-03-19,7859.92
2022-03-20,140728.27
2022-03-21,74918.59
2022-03-22,26446.54
2022-03-23,41792.76
2022-03-24,101382.41
2022-03-25,131503.15000000002
2022-03-26,51953.86
2022-03-27,110735.34999999999
2022-03-29,97717.28
2022-03-30,93585.01
2022-03-31,116967.25
2022-04-01,169586.78
2022-04-02,33030.03
2022-04-03,151605.5
2022-04-04,180831.06
2022-04-05,3111.18
2022-04-06,323416.99
2022-04-09,93037.63
2022-04-10,28413.74
2022-04-11,110946.0
2022-04-12,13220.03
2022-04-13,9452.14
2022-04-14,203990.52
2022-04-15,24698.59
2022-04-16,46982.340000000004
2022-04-17,11548.08
2022-04-18,58824.31
2022-04-19,45793.96
2022-04-20,70946.78
2022-04-21,5076.32
2022-04-22,7257.4
2022-04-23,58188.100000000006
2022-04-24,135243.54
2022-04-25,101388.26999999999
2022-04-27,54770.78999999999
2022-04-28,43327.46
2022-04-29,111105.18000000001
2022-04-30,79577.72
2022-05-01,36510.64
2022-05-03,233252.90000000002
2022-05-04,43560.76
2022-05-06,16772.5
2022-05-07,32702.44
2022-05-08,20832.22
2022-05-09,149480.65
2022-05-10,1583.59
2022-05-11,116136.77
2022-05-12,17875.44
2022-05-13,35770.03
2022-05-14,208534.88
2022-05-15,51206.97
2022-05-16,40441.66
2022-05-17,48184.53
2022-05-19,125965.36
2022-05-20,129362.37
2022-05-21,92912.44
2022-05-22,72265.36
2022-05-23,10710.14
2022-05-24,19686.34
2022-05-28,87977.25
2022-05-31,46374.63
2022-06-01,48708.89
2022-06-02,78657.34
2022-06-03,47883.83
2022-06-04,9168.36
2022-06-06,2634.67
2022-06-07,64170.32000000001
2022-06-08,31077.18
2022-06-09,68657.25
2022-06-10,91985.52
2022-06-11,171333.22999999998
2022-06-13,43418.73
2022-06-14,206743.44
2022-06-15,80205.63
2022-06-16,62379.21
2022-06-17,59538.11
2022-06-18,149490.37
2022-06-20,190353.73
2022-06-21,84651.52
2022-06-23,68607.56
2022-06-24,335093.07
2022-06-25,440576.59
2022-06-26,396616.04
2022-06-27,376172.19
2022-06-28,132659.22
2022-06-29,271034.83
2022-06-30,332593.31
2022-07-01,239498.58000000002
2022-07-02,254979.29
2022-07-03,374491.95
2022-07-04,147145.84
2022-07-05,847019.8200000001
2022-07-06,255146.7
2022-07-07,353488.88
2022-07-08,264154.35
2022-07-09,405278.07
2022-07-10,197044.8
2022-07-11,325661.39
2022-07-12,434225.9
2022-07-13,398406.31
2022-07-14,166211.33
2022-07-15,248136.82
2022-07-17,2550.17
2022-07-18,32743.28
2022-07-20,135775.83
2022-07-21,38678.03
2022-07-24,148884.67
2022-07-25,368541.97
2022-07-26,255489.46
2022-07-27,161146.4
2022-07-28,248809.39
2022-07-29,56738.270000000004
2022-07-30,89617.27
2022-07-31,191552.0
2022-08-01,283356.98
2022-08-02,179266.43
2022-08-03,197895.46
2022-08-04,670056.0700000001
2022-08-05,138197.03
2022-08-06,56058.89
2022-08-07,402328.95999999996
2022-08-08,198485.77000000002
2022-08-09,494594.32
2022-08-10,291868.24
2022-08-11,301148.14
2022-08-12,126385.58
2022-08-13,182001.06
2022-08-14,187396.55000000002
2022-08-15,62959.7
2022-08-16,26665.59
2022-08-18,15302.86
2022-08-19,133904.18
2022-08-22,64486.94
2022-08-23,141467.52
2022-08-24,395252.26
2022-08-25,432690.99
2022-08-26,332614.88
2022-08-27,170446.38
2022-08-28,300203.27
2022-08-29,357304.41000000003
2022-08-30,209695.15000000002
2022-08-31,257221.61
2022-09-01,287273.68
2022-09-02,412720.48
2022-09-03,668339.89
2022-09-04,239839.24999999997
2022-09-05,247979.47999999998
2022-09-06,351843.9
2022-09-07,305766.01
2022-09-08,324080.73
2022-09-09,302205.29000000004
2022-09-10,265156.09
2022-09-11,178091.30000000002
2022-09-12,360264.58
2022-09-13,135426.11000000002
2022-09-14,161952.27000000002
2022-09-15,115695.42
2022-09-16,316191.15
2022-09-17,150893.62
2022-09-18,163844.25
2022-09-19,133994.22
2022-09-20,78253.14
2022-09-21,138811.9
2022-09-22,113942.20000000001
2022-09-23,217278.69
2022-09-24,355774.22
2022-09-25,296556.54
2022-09-26,287660.13
2022-09-27,364618.94
2022-09-28,606087.02
2022-09-29,360956.44
2022-09-30,257206.34
2022-10-01,195771.88999999998
2022-10-02,96443.62
2022-10-03,284825.62
2022-10-04,386870.7
2022-10-05,343717.38
2022-10-06,404714.43
2022-10-07,266389.17
2022-10-08,198670.35
2022-10-09,243201.02
2022-10-10,337627.35000000003
2022-10-11,312148.39
2022-10-12,371044.24
2022-10-13,471801.73
2022-10-14,30998.22
2022-10-15,135526.96
2022-10-16,138750.98
2022-10-17,45458.81
2022-10-18,108944.33
2022-10-19,169684.51
2022-10-20,196115.75
2022-10-21,107812.17
2022-10-22,335489.75
2022-10-23,190020.98
2022-10-24,328517.16000000003
2022-10-25,235361.93
2022-10-26,235081.45
2022-10-27,257447.83000000002
2022-10-28,234826.57
2022-10-29,209868.53999999998
2022-10-30,312304.39
2022-10-31,408461.27
2022-11-01,377733.28
2022-11-02,638646.13
2022-11-03,333565.93
2022-11-04,165634.55
2022-11-05,128050.63
2022-11-06,533924.41
2022-11-07,581779.48
2022-11-08,342516.39
2022-11-09,260030.91
2022-11-10,271768.24
2022-11-11,386027.02
2022-11-12,414574.03
2022-11-13,237624.71000000002
2022-11-14,396560.69
2022-11-15,89484.34000000001
2022-11-16,204251.49
2022-11-17,308293.44
2022-11-18,432243.47
2022-11-19,243577.27
2022-11-20,267250.72
2022-11-21,465171.48
2022-11-22,640212.92
2022-11-23,599230.74
2022-11-24,274529.14
2022-11-25,616152.15
2022-11-26,473351.65
2022-11-27,256292.95
2022-11-28,221365.41999999998
2022-11-29,491428.27999999997
2022-11-30,735940.15
2022-12-01,425412.98
2022-12-02,806259.63
2022-12-03,105388.37
2022-12-04,386353.41000000003
2022-12-05,517799.23
2022-12-06,464725.52999999997
2022-12-07,700456.86
2022-12-08,617749.77
2022-12-09,615446.26
2022-12-10,441484.2
2022-12-11,463596.73
2022-12-12,485100.14
2022-12-13,282989.97000000003
2022-12-14,165302.2
2022-12-15,215305.38999999998
2022-12-16,356274.6
2022-12-17,46365.65
2022-12-18,159985.67
2022-12-19,73496.15
2022-12-20,183504.58000000002
2022-12-21,478935.82
2022-12-22,390651.15
2022-12-23,177558.92
2022-12-24,526917.25
2022-12-25,272244.39
2022-12-26,314964.78
2022-12-27,512237.07
2022-12-28,224397.84
2022-12-29,489225.33
2022-12-30,306209.64
2022-12-31,156106.66
2023-01-01,661478.29
2023-01-02,565901.87
2023-01-03,361006.11
2023-01-04,730575.26
2023-01-05,558204.65
2023-01-06,424865.63
2023-01-07,380101.66
2023-01-08,473565.85
2023-01-09,623527.67
2023-01-10,562006.59
2023-01-11,449764.11
2023-01-12,173781.17
2023-01-13,196077.58
2023-01-14,242977.15999999997
2023-01-15,217320.13
2023-01-16,247930.07
2023-01-17,93507.31
2023-01-18,167641.75
2023-01-19,428791.13
2023-01-20,387877.22000000003
2023-01-21,469546.21
2023-01-22,399479.66
2023-01-23,577952.92
2023-01-24,295862.0
2023-01-25,502353.8
2023-01-26,468177.29
2023-01-27,478240.69
2023-01-28,625259.27
2023-01-29,593725.0700000001
2023-01-30,464580.08
2023-01-31,581949.52
2023-02-01,389728.42
2023-02-02,589172.6699999999
2023-02-03,617867.64
2023-02-04,680195.35
2023-02-05,611808.27
2023-02-06,475197.96
2023-02-07,494682.14
2023-02-08,697531.25
2023-02-09,649326.21
2023-02-10,402858.51
2023-02-11,316844.23
2023-02-12,311082.06
2023-02-13,397825.26
2023-02-14,187488.72999999998
2023-02-15,323681.12
2023-02-16,433735.82
2023-02-17,276163.95
2023-02-18,242314.27
2023-02-19,572291.36
2023-02-20,379254.69
2023-02-21,623911.98
2023-02-22,415338.27
2023-02-23,615904.07
2023-02-24,764244.62
2023-02-25,665388.27
2023-02-26,473494.11
2023-02-27,817048.93
2023-02-28,363343.64
2023-03-01,761336.44
2023-03-02,663080.78
2023-03-03,704338.91
2023-03-04,544924.73
2023-03-05,475237.02
2023-03-06,436643.88
2023-03-07,587086.53
2023-03-08,496825.78
2023-03-09,578066.7
2023-03-10,780187.95
2023-03-11,567692.84
2023-03-12,785137.44
2023-03-13,185346.79
2023-03-14,545402.34
2023-03-15,386017.41000000003
2023-03-16,436948.65
2023-03-17,236602.57
2023-03-18,306411.37
2023-03-19,366178.89
2023-03-20,308534.66
2023-03-21,537281.08
2023-03-22,372041.66000000003
2023-03-23,488863.49
2023-03-24,636945.9299999999
2023-03-25,464076.66000000003
2023-03-26,441852.5
2023-03-27,589775.11
2023-03-28,417544.14
2023-03-29,679406.3
2023-03-30,800165.6699999999
2023-03-31,525273.66
2023-04-01,984756.8
2023-04-02,550881.82
2023-04-03,534940.52
2023-04-04,612358.91
2023-04-05,555107.71
2023-04-06,533803.09
2023-04-07,410570.65
2023-04-08,397367.25
2023-04-09,373618.41
2023-04-10,810473.77
2023-04-11,669400.86
2023-04-12,416787.69
2023-04-13,588828.98
2023-04-14,152744.94
2023-04-15,444462.17
2023-04-16,387114.4
2023-04-17,704802.87
2023-04-18,323770.20999999996
2023-04-19,346514.19
2023-04-20,873713.48
2023-04-21,602968.82
2023-04-22,599525.34
2023-04-23,371005.91
2023-04-24,717889.99
2023-04-25,588163.25
2023-04-26,805250.86
2023-04-27,674413.36
2023-04-28,602521.62
2023-04-29,794562.83
2023-04-30,653988.12
2023-05-01,1372627.52
2023-05-02,633947.0
2023-05-03,811163.61
2023-05-04,742459.08
2023-05-05,675445.05
2023-05-06,609030.97
2023-05-07,804677.55
2023-05-08,693335.17
2023-05-09,853401.99
2023-05-10,799351.0599999999
2023-05-11,732283.52
2023-05-12,335718.67
2023-05-13,394209.33999999997
2023-05-14,403632.72
2023-05-15,326112.70999999996
2023-05-16,367306.55
2023-05-17,395369.93
2023-05-18,630592.1
2023-05-19,583277.96
2023-05-20,580724.04
2023-05-21,657640.1
2023-05-22,440729.5
2023-05-23,318896.93
2023-05-24,895902.84
2023-05-25,365027.1
2023-05-26,702859.56
2023-05-27,864364.65
2023-05-28,660355.09
2023-05-29,976048.9400000001
2023-05-30,452708.69
2023-05-31,1129688.6
2023-06-01,965715.43
2023-06-02,674559.78
2023-06-03,902943.99
2023-06-04,609924.53
2023-06-05,470621.02
2023-06-06,511651.18
2023-06-07,801949.98
2023-06-08,681567.11
2023-06-09,579162.63
2023-06-10,855402.16
2023-06-11,522345.58999999997
2023-06-12,385952.82
2023-06-13,511844.39
2023-06-14,857699.86
2023-06-15,298709.5
2023-06-16,641900.64
2023-06-17,420357.02
2023-06-18,488038.32
2023-06-19,781187.84
2023-06-20,723792.05
2023-06-21,456671.33
2023-06-22,989882.8
2023-06-23,462349.47000000003
2023-06-24,829079.55
2023-06-25,798837.12
2023-06-26,977684.71
2023-06-27,512162.24
2023-06-28,397462.76
2023-06-29,210388.65
2023-06-30,1196111.3599999999
2023-07-01,836069.21
2023-07-02,670639.4
2023-07-03,409186.62
2023-07-04,773311.46
2023-07-05,731688.38
2023-07-06,774249.25
2023-07-07,1112052.9
2023-07-08,955615.29
2023-07-09,937377.78
2023-07-10,775517.9
2023-07-11,547534.62
2023-07-12,549575.14
2023-07-13,389617.12
2023-07-14,797344.75
2023-07-15,702814.9
2023-07-16,391102.91000000003
2023-07-17,738765.97
2023-07-18,519929.27
2023-07-19,825769.76
2023-07-20,1313476.8800000001
2023-07-21,978316.11
2023-07-22,1014169.35
2023-07-23,1187724.43
2023-07-24,1232199.96
2023-07-25,1178835.96
2023-07-26,1234404.06
2023-07-27,1462368.54
2023-07-28,1197494.76
2023-07-29,1138860.71
2023-07-30,1730687.42
2023-07-31,1478066.22
2023-08-01,981541.32
2023-08-02,1087830.03
2023-08-03,1242672.0
2023-08-04,1149077.19
2023-08-05,1834851.66
2023-08-06,1344666.52
2023-08-07,1132327.24
2023-08-08,1353628.83
2023-08-09,1455893.11
2023-08-10,765708.96
2023-08-11,640787.5
2023-08-12,666009.52
2023-08-13,693950.02
2023-08-14,413119.98
2023-08-15,1091317.02
2023-08-16,714379.57
2023-08-17,435302.04
2023-08-18,934836.45
2023-08-19,1025555.47
2023-08-20,780411.25
2023-08-21,598975.1900000001
2023-08-22,779602.47
2023-08-23,679026.87
2023-08-24,720608.85
2023-08-25,771935.9
2023-08-26,834495.03
2023-08-27,556866.6799999999
2023-08-28,1112446.71
2023-08-29,1318782.55
2023-08-30,1070817.17
2023-08-31,682326.76
2023-09-01,894886.43
