CustomerID,OrderDate,PreferedOrderCat,Quantity,UnitPrice,Revenue,Churn,CashbackAmount,CurrentStockLevel,StockoutRisk,SafetyStock,ReorderPoint,LeadTimeDays
52918,2020-01-12 00:00:00,Fashion,1,2968.57,2968.57,1,339.02,1251,0,1527,1221,9
50735,2020-01-12 00:00:00,Grocery,11,1878.2,20660.2,1,8.77,1021,0,1254,1003,3
50255,2020-01-12 00:00:00,Fashion,3,1456.62,4369.86,0,138.08,1264,0,1527,1221,9
54485,2020-01-12 00:00:00,Laptop & Accessory,1,84896.65,84896.65,0,3492.86,1550,0,1075,860,9
52567,2020-01-13 00:00:00,Grocery,9,1667.31,15005.79,1,10.22,786,1,1672,1338,4
53380,2020-01-13 00:00:00,Mobile Phone,1,35081.37,35081.37,0,2547.49,968,0,1105,884,11
52958,2020-01-14 00:00:00,Mobile Phone,1,29233.68,29233.68,0,1319.8,785,1,1004,803,10
53435,2020-01-14 00:00:00,Laptop & Accessory,1,56330.05,56330.05,0,2313.91,1388,1,1791,1433,15
50443,2020-01-14 00:00:00,Others,2,2448.06,4896.12,0,53.78,513,0,553,443,7
51030,2020-01-14 00:00:00,Laptop & Accessory,1,33941.41,33941.41,0,4185.49,1297,0,1194,955,10
53372,2020-01-14 00:00:00,Others,2,3667.53,7335.06,0,44.78,449,0,474,380,6
54396,2020-01-14 00:00:00,Others,3,1979.75,5939.25,0,83.82,517,0,553,443,7
54402,2020-01-14 00:00:00,Mobile Phone,1,19610.7,19610.7,1,1021.38,829,0,1004,803,10
55490,2020-01-14 00:00:00,Laptop & Accessory,1,41931.65,41931.65,0,2705.81,1961,0,1075,860,9
55019,2020-01-14 00:00:00,Mobile Phone,1,48972.19,48972.19,0,622.93,1102,0,904,723,9
50341,2020-01-15 00:00:00,Others,2,2166.26,4332.52,1,27.32,506,0,395,316,5
55095,2020-01-15 00:00:00,Laptop & Accessory,1,35114.72,35114.72,0,1073.52,1605,0,1314,1051,11
50460,2020-01-15 00:00:00,Mobile Phone,1,13220.03,13220.03,0,2028.02,731,0,603,482,6
51242,2020-01-16 00:00:00,Laptop & Accessory,1,59496.98,59496.98,0,2150.21,1536,0,1194,955,10
50556,2020-01-16 00:00:00,Grocery,14,808.14,11313.96,1,38,1295,0,1254,1003,3
53055,2020-01-16 00:00:00,Others,2,1628.76,3257.52,0,94.47,382,1,712,569,9
51874,2020-01-16 00:00:00,Mobile Phone,1,12465.35,12465.35,0,1813.74,674,1,1205,964,12
50183,2020-01-16 00:00:00,Laptop & Accessory,1,76584.83,76584.83,0,2604.04,1986,0,2269,1815,19
51568,2020-01-16 00:00:00,Fashion,2,2182.33,4364.66,0,132.75,794,0,679,543,4
55200,2020-01-17 00:00:00,Laptop & Accessory,1,82882.18,82882.18,0,3709.55,1250,1,1911,1529,16
50769,2020-01-17 00:00:00,Laptop & Accessory,1,50213.22,50213.22,0,4030.98,1202,0,955,764,8
52390,2020-01-17 00:00:00,Fashion,1,767.27,767.27,0,45.27,938,1,1188,950,7
55352,2020-01-17 00:00:00,Mobile Phone,1,26123.59,26123.59,0,1192.58,675,1,1306,1044,13
55483,2020-01-17 00:00:00,Mobile Phone,1,40967.33,40967.33,0,493.83,1110,0,703,562,7
51451,2020-01-17 00:00:00,Laptop & Accessory,1,74889.1,74889.1,0,2488.78,1795,0,1553,1242,13
52354,2020-01-17 00:00:00,Laptop & Accessory,1,30138.64,30138.64,0,2662.29,1798,0,1314,1051,11
55233,2020-01-17 00:00:00,Grocery,6,1771.67,10630.02,0,2.85,1055,0,418,334,1
51841,2020-01-17 00:00:00,Fashion,2,4397.45,8794.9,0,100.1,944,0,1018,814,6
54843,2020-01-17 00:00:00,Others,1,2369.05,2369.05,0,63.05,538,0,316,253,4
52333,2020-01-17 00:00:00,Laptop & Accessory,1,59946.3,59946.3,1,885.11,1621,0,1911,1529,16
51334,2020-01-17 00:00:00,Grocery,10,1677.25,16772.5,0,20.03,827,0,836,669,2
53078,2020-01-17 00:00:00,Grocery,3,1102.7,3308.1,0,32.62,1211,1,1672,1338,4
55018,2020-01-18 00:00:00,Laptop & Accessory,1,42803.16,42803.16,0,4128.26,1734,0,1314,1051,11
55463,2020-01-18 00:00:00,Fashion,3,1289.41,3868.23,0,396.82,776,0,679,543,4
54557,2020-01-18 00:00:00,Laptop & Accessory,1,27407.01,27407.01,1,4194.03,1959,0,836,669,7
50702,2020-01-18 00:00:00,Fashion,1,2026.45,2026.45,0,482.85,981,1,1527,1221,9
51737,2020-01-19 00:00:00,Laptop & Accessory,1,45296.45,45296.45,0,3811.79,1513,0,836,669,7
53358,2020-01-19 00:00:00,Laptop & Accessory,1,48026.03,48026.03,0,4179.67,1232,1,1672,1338,14
50657,2020-01-19 00:00:00,Mobile Phone,1,46356.87,46356.87,0,2376.56,657,1,1205,964,12
52945,2020-01-19 00:00:00,Mobile Phone,1,34410.03,34410.03,0,566.18,870,0,1004,803,10
50673,2020-01-19 00:00:00,Grocery,4,1335.89,5343.56,0,48.67,1221,0,1254,1003,3
54892,2020-01-19 00:00:00,Fashion,2,1621.04,3242.08,1,322.75,1016,0,679,543,4
53733,2020-01-20 00:00:00,Fashion,1,2832.54,2832.54,0,168.56,810,1,1357,1086,8
50446,2020-01-20 00:00:00,Laptop & Accessory,1,30110.33,30110.33,0,1636.07,1516,0,1314,1051,11
50127,2020-01-20 00:00:00,Fashion,4,553.02,2212.08,0,215.59,1034,1,1357,1086,8
52300,2020-01-20 00:00:00,Mobile,2,30225.81,60451.62,1,623.65,355,0,175,140,5
50748,2020-01-20 00:00:00,Grocery,12,1474.48,17693.76,0,4.43,1084,0,1254,1003,3
53755,2020-01-21 00:00:00,Fashion,1,1583.59,1583.59,0,333.06,916,0,848,679,5
54687,2020-01-21 00:00:00,Mobile Phone,1,38771.44,38771.44,0,2077.55,1109,0,603,482,6
53751,2020-01-21 00:00:00,Mobile Phone,1,50735.56,50735.56,0,2347.55,1156,0,1205,964,12
52743,2020-01-21 00:00:00,Laptop & Accessory,1,75413.56,75413.56,0,4107.75,2014,0,1314,1051,11
52312,2020-01-21 00:00:00,Mobile Phone,1,41859.46,41859.46,0,1563.57,820,1,1306,1044,13
52587,2020-01-21 00:00:00,Mobile Phone,1,16108.9,16108.9,0,2228.12,869,1,1105,884,11
51895,2020-01-21 00:00:00,Others,2,2694.13,5388.26,0,93.33,473,0,316,253,4
52801,2020-01-22 00:00:00,Fashion,1,3806.16,3806.16,1,435.14,911,0,848,679,5
52148,2020-01-22 00:00:00,Mobile Phone,1,45793.96,45793.96,0,650.15,902,0,603,482,6
50832,2020-01-22 00:00:00,Others,1,3769.2,3769.2,0,26.73,448,1,712,569,9
55286,2020-01-23 00:00:00,Laptop & Accessory,1,30416.88,30416.88,0,1390.02,1224,1,2030,1624,17
54721,2020-01-23 00:00:00,Grocery,12,1489.62,17875.44,0,36.6,851,0,418,334,1
52990,2020-01-23 00:00:00,Mobile Phone,1,23751.25,23751.25,0,2677.49,791,1,1205,964,12
54544,2020-01-23 00:00:00,Mobile Phone,1,24656.52,24656.52,0,307.32,756,1,1004,803,10
50816,2020-01-23 00:00:00,Mobile,1,13749.8,13749.8,0,1819.55,271,0,245,196,7
55094,2020-01-23 00:00:00,Mobile Phone,1,49558.96,49558.96,0,1050.97,951,0,703,562,7
51009,2020-01-23 00:00:00,Laptop & Accessory,1,56053.48,56053.48,0,1903.54,1329,1,1791,1433,15
51887,2020-01-23 00:00:00,Grocery,12,650.56,7806.72,0,43.15,952,0,836,669,2
54343,2020-01-23 00:00:00,Laptop & Accessory,1,52600.95,52600.95,1,1506.61,1468,0,1672,1338,14
50569,2020-01-24 00:00:00,Mobile,1,22517.77,22517.77,0,268.88,229,0,245,196,7
54306,2020-01-24 00:00:00,Fashion,4,1573.32,6293.28,1,374.53,907,0,509,407,3
50632,2020-01-24 00:00:00,Mobile Phone,1,23281.5,23281.5,0,401.79,921,1,1306,1044,13
50457,2020-01-24 00:00:00,Laptop & Accessory,1,48453.9,48453.9,0,3041.88,1588,0,1553,1242,13
50691,2020-01-25 00:00:00,Laptop & Accessory,1,61363.09,61363.09,0,2383.21,1703,0,1911,1529,16
51184,2020-01-25 00:00:00,Grocery,9,1399.57,12596.13,1,29.29,837,1,1254,1003,3
52539,2020-01-25 00:00:00,Grocery,9,1886.35,16977.15,0,41.12,832,0,836,669,2
55328,2020-01-25 00:00:00,Mobile Phone,1,32335.21,32335.21,0,1413.88,730,1,1105,884,11
52574,2020-01-25 00:00:00,Others,1,1747.47,1747.47,0,66.57,546,0,316,253,4
52563,2020-01-25 00:00:00,Others,3,3731.61,11194.83,0,33.76,337,0,395,316,5
52637,2020-01-25 00:00:00,Laptop & Accessory,1,72404.05,72404.05,0,4141.44,1445,0,836,669,7
50008,2020-01-25 00:00:00,Others,2,3656.11,7312.22,0,30.5,461,0,474,380,6
50621,2020-01-25 00:00:00,Laptop & Accessory,1,39400.93,39400.93,0,4023.86,1770,0,1672,1338,14
51115,2020-01-25 00:00:00,Fashion,4,3469.35,13877.4,0,230.62,843,0,848,679,5
55333,2020-01-25 00:00:00,Mobile Phone,1,48776.42,48776.42,0,1897,683,0,803,643,8
54122,2020-01-26 00:00:00,Others,3,3636.98,10910.94,0,33.48,559,0,633,506,8
54619,2020-01-26 00:00:00,Grocery,4,1008.13,4032.52,0,23.69,997,0,418,334,1
55433,2020-01-26 00:00:00,Mobile,2,16231.47,32462.94,0,2382.13,331,0,245,196,7
52627,2020-01-26 00:00:00,Grocery,13,1865.13,24246.69,0,45.72,1233,0,1254,1003,3
53501,2020-01-26 00:00:00,Others,2,3011.77,6023.54,0,90.89,356,0,316,253,4
55011,2020-01-26 00:00:00,Mobile Phone,1,34147.27,34147.27,0,2387.31,1024,0,803,643,8
50628,2020-01-26 00:00:00,Grocery,10,1761.64,17616.4,0,20.69,1092,0,836,669,2
52082,2020-01-27 00:00:00,Mobile Phone,1,8297.02,8297.02,0,2485.35,1106,0,603,482,6
53179,2020-01-27 00:00:00,Laptop & Accessory,1,40791.86,40791.86,0,1939.89,1183,1,1791,1433,15
53836,2020-01-27 00:00:00,Others,3,1389.35,4168.05,1,81.13,583,0,712,569,9
